Cluster ID	Gene ID|Swissprot Annotation	PFAM Annotations	NR Annotation	P value	Adjusted P Value	Average Log Fold Change	Percent Positive Cells in Cluster	Percent Positive Cells Outside of Cluster
i_granular_mucous_gland_cell	t4520aep|SRPRA_DROME	PF04086;PF00448;PF02881	PREDICTED: signal recognition particle receptor subunit alpha homolog isoform X2 [Hydra vulgaris] >gi|828196643|ref|XP_012553603.1| PREDICTED: signal recognition particle receptor subunit alpha homolog isoform X1 [Hydra vulgaris]	3.16E-13	1.06E-08	0.301093131	0.629	0.599
i_granular_mucous_gland_cell	t18307aep|DRKB_DICDI	PF00069;PF07714	PREDICTED: dual specificity protein kinase splB-like [Hydra vulgaris] >gi|828201627|ref|XP_012555324.1| PREDICTED: dual specificity protein kinase splB-like [Hydra vulgaris]	4.71E-11	1.57E-06	0.299223358	0.379	0.268
i_granular_mucous_gland_cell	t34431aep|RSPH1_HUMAN	PF02493	PREDICTED: radial spoke head 1 homolog [Hydra vulgaris]	8.59E-13	2.87E-08	0.298128355	0.289	0.188
i_granular_mucous_gland_cell	t34995aep	NA	NA	1.94E-31	6.48E-27	0.295141862	0.307	0.135
i_granular_mucous_gland_cell	t5068aep|APX1_HYDVD	PF00141	PREDICTED: putative ascorbate peroxidase [Hydra vulgaris] >gi|828221622|ref|XP_012562012.1| PREDICTED: putative ascorbate peroxidase [Hydra vulgaris]	1.01E-16	3.38E-12	0.29274907	0.266	0.146
i_granular_mucous_gland_cell	t38381aep|SSRB_CANLF	PF05753	PREDICTED: translocon-associated protein subunit beta-like [Hydra vulgaris]	7.74E-19	2.59E-14	0.28197269	0.804	0.759
i_granular_mucous_gland_cell	t10714aep|KSR2_MOUSE	PF07714;PF00069	PREDICTED: kinase suppressor of Ras 2-like [Hydra vulgaris]	3.88E-55	1.30E-50	0.281833257	0.35	0.119
i_granular_mucous_gland_cell	t3813aep|PCR3_ARATH	PF04749	PREDICTED: protein PLANT CADMIUM RESISTANCE 3-like [Hydra vulgaris]	8.81E-23	2.94E-18	0.275734078	0.489	0.287
i_granular_mucous_gland_cell	t8643aep	PF08238	PREDICTED: uncharacterized protein LOC100201875 [Hydra vulgaris]	1.42E-52	4.76E-48	0.261669153	0.286	0.091
i_granular_mucous_gland_cell	t6577aep	PF04505	PREDICTED: uncharacterized protein LOC105845506 [Hydra vulgaris]	5.06E-10	1.69E-05	0.258730023	0.298	0.203
i_female_germline2_nurse	t11117aep|PERI_HYDVU	NA	periculin 1a [Hydra vulgaris]	0	0	4.781553716	1	0.065
i_female_germline2_nurse	t36301aep|MCPI_MELCP	PF07648;PF00050	PREDICTED: ovoinhibitor-like [Hydra vulgaris]	0	0	3.859193359	1	0.052
i_female_germline2_nurse	t31505aep	NA	PREDICTED: uncharacterized protein LOC100211098 [Hydra vulgaris]	0	0	3.551286103	0.998	0.025
i_female_germline2_nurse	t22780aep|BHMT1_XENLA	PF02574	PREDICTED: betaine--homocysteine S-methyltransferase 1-like [Hydra vulgaris]	0	0	2.839957609	1	0.416
i_female_germline2_nurse	t7785aep|PPR3B_DANRE	PF03370;PF16760	PREDICTED: protein phosphatase 1 regulatory subunit 3B-like [Hydra vulgaris]	0	0	2.486060889	0.996	0.084
i_female_germline2_nurse	t23542aep	NA	PREDICTED: uncharacterized protein LOC101236174 [Hydra vulgaris]	0	0	2.40932992	1	0.27
i_female_germline2_nurse	t26367aep|MYC_ASTRU	PF00010;PF01056	myc proto-oncogene protein 2 [Hydra vulgaris] >gi|281192869|gb|ADA57607.1| Myc2 [Hydra vulgaris]	0	0	2.132688	0.991	0.185
i_female_germline2_nurse	t21915aep|MCPI_MELCP	PF07648;PF00050	putative serine protease inhibitor [Hydra vulgaris]	0	0	1.955028532	0.998	0.286
i_female_germline2_nurse	t20852aep	NA	PREDICTED: uncharacterized protein LOC100211098 [Hydra vulgaris]	0	0	1.882794432	0.95	0.008
i_female_germline2_nurse	t28890aep	NA	PREDICTED: uncharacterized protein LOC100207260 [Hydra vulgaris]	0	0	1.872203793	0.978	0.009
i_female_germline2_nurse	t3538aep|CPEB1_PONAB	PF16366	PREDICTED: cytoplasmic polyadenylation element-binding protein 1-like [Hydra vulgaris]	0	0	1.867974877	0.969	0.006
i_female_germline2_nurse	t27575aep|LS14B_XENTR	PF12701;PF09532	PREDICTED: protein LSM14 homolog [Hydra vulgaris]	3.43E-303	1.15E-298	1.793472508	1	0.589
i_female_germline2_nurse	t7886aep	NA	PREDICTED: uncharacterized protein LOC100199482 [Hydra vulgaris]	0	0	1.758451915	0.941	0.036
i_female_germline2_nurse	t15251aep|PYG_DROME	PF00343	PREDICTED: glycogen phosphorylase-like [Hydra vulgaris]	0	0	1.757968987	0.967	0.253
i_female_germline2_nurse	t6488aep|PRR5_MOUSE	NA	PREDICTED: proline-rich protein 5-like [Hydra vulgaris] >gi|828209205|ref|XP_012557884.1| PREDICTED: proline-rich protein 5-like [Hydra vulgaris]	0	0	1.678446571	0.952	0.053
i_female_germline2_nurse	t3693aep|PCKGM_MOUSE	PF00821;PF17297	"PREDICTED: phosphoenolpyruvate carboxykinase, cytosolic [GTP]-like [Hydra vulgaris]"	0	0	1.654229757	0.93	0.147
i_female_germline2_nurse	t37841aep|PYRD1_BOVIN	NA	PREDICTED: pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1-like [Ciona intestinalis]	0	0	1.633550562	0.948	0.005
i_female_germline2_nurse	t5156aep|IMA1_XENLA	PF00514;PF13513;PF16186;PF13646;PF01749;PF02985;PF01602	PREDICTED: importin subunit alpha-1-like [Hydra vulgaris]	0	0	1.582556067	0.969	0.118
i_female_germline2_nurse	t16018aep|IRX6_HUMAN	PF05920;PF00046	PREDICTED: iroquois-class homeodomain protein IRX-2-like [Hydra vulgaris]	0	0	1.567621239	0.987	0.389
i_female_germline2_nurse	t15562aep|PATL1_DANRE	PF09770	PREDICTED: protein PAT1 homolog 1-like [Hydra vulgaris]	0	0	1.556588721	0.959	0.108
i_female_germline2_nurse	t2091aep|AHV_ACTSK	PF14200	hypothetical protein [Streptomyces sp. NRRL F-6131]	4.27E-214	1.42E-209	1.552121458	0.969	0.424
i_female_germline2_nurse	t36537aep|BOULE_DROME	PF00076	"boule-like protein 2, partial [Hydra vulgaris]"	0	0	1.548017526	0.9	0.005
i_female_germline2_nurse	t11361aep|UAP1_MOUSE	PF01704	PREDICTED: UDP-N-acetylhexosamine pyrophosphorylase-like [Hydra vulgaris] >gi|828201787|ref|XP_012555379.1| PREDICTED: UDP-N-acetylhexosamine pyrophosphorylase-like [Hydra vulgaris]	0	0	1.500925302	0.954	0.31
i_female_germline2_nurse	t4339aep|CHAC1_MOUSE	PF04752	PREDICTED: glutathione-specific gamma-glutamylcyclotransferase 1-like [Hydra vulgaris]	0	0	1.482470388	0.996	0.207
i_female_germline2_nurse	t18579aep|CCNB_HYDVU	PF00134;PF02984	PREDICTED: G2/mitotic-specific cyclin-B [Hydra vulgaris]	0	0	1.468145434	0.991	0.318
i_female_germline2_nurse	t5792aep|KLF11_HUMAN	PF00096;PF13465;PF13894	transcription factor KLF11 [Hydra vulgaris]	0	0	1.439760014	0.972	0.354
i_female_germline2_nurse	t25062aep	NA	PREDICTED: uncharacterized protein LOC100206259 [Hydra vulgaris]	0	0	1.429760212	0.983	0.154
i_female_germline2_nurse	t14338aep|CPEB1_MOUSE	NA	PREDICTED: cytoplasmic polyadenylation element-binding protein 1-like [Hydra vulgaris]	0	0	1.395220226	0.9	0.004
i_female_germline2_nurse	t16922aep|DDX4_PELLE	PF00270;PF00271	PREDICTED: ATP-dependent RNA helicase DDX3X-like [Hydra vulgaris]	1.92E-262	6.40E-258	1.392932642	0.991	0.537
i_female_germline2_nurse	t32814aep	PF07412	PREDICTED: geminin-like [Hydra vulgaris]	0	0	1.353621041	0.978	0.33
i_female_germline2_nurse	t21994aep|PRY1_YEAST	PF00188	PREDICTED: protein PRY1-like [Hydra vulgaris]	0	0	1.31516631	0.697	0.042
i_female_germline2_nurse	t17058aep	NA	PREDICTED: uncharacterized protein LOC105847475 [Hydra vulgaris]	0	0	1.305667745	0.897	0.088
i_female_germline2_nurse	t10545aep|GFPT2_BOVIN	PF01380	PREDICTED: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like isoform X5 [Trachymyrmex zeteki] >gi|1070214053|ref|XP_018376333.1| PREDICTED: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like isoform X5 [Trachymyrmex cornetzi] >gi|1070588934|ref|XP_018406972.1| PREDICTED: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like isoform X3 [Cyphomyrmex costatus]	0	0	1.29459417	0.983	0.209
i_female_germline2_nurse	t7000aep	NA	NA	0	0	1.273483606	0.762	0.032
i_female_germline2_nurse	t11407aep|NANO1_DANRE	PF05741	CNNOS1 [Hydra vulgaris]	0	0	1.237526872	0.95	0.134
i_female_germline2_nurse	t8470aep|FMO2_PONAB	PF00743;PF13738;PF07992;PF13434;PF13450	PREDICTED: dimethylaniline monooxygenase [N-oxide-forming] 2-like [Hydra vulgaris]	0	0	1.236806214	0.937	0.158
i_female_germline2_nurse	t4910aep|MINA_PONAB	PF08007	PREDICTED: bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA-like [Hydra vulgaris]	2.50E-296	8.34E-292	1.225600822	0.989	0.374
i_female_germline2_nurse	t14490aep|IMDH2_DANRE	PF00478;PF00571;PF01070;PF03060;PF00977	PREDICTED: inosine-5'-monophosphate dehydrogenase 2-like [Hydra vulgaris]	0	0	1.215356474	0.952	0.273
i_female_germline2_nurse	t2062aep|OAT_DROME	PF00202	"PREDICTED: ornithine aminotransferase, mitochondrial-like [Hydra vulgaris]"	0	0	1.203428775	0.954	0.241
i_female_germline2_nurse	t4864aep|ARK2_ARATH	PF00225;PF16796	PREDICTED: kinesin-like protein KIF15 isoform X1 [Hydra vulgaris]	0	0	1.202242896	0.965	0.295
i_female_germline2_nurse	t3666aep|PNCB_DROME	PF04095	PREDICTED: nicotinate phosphoribosyltransferase-like [Hydra vulgaris]	0	0	1.180266637	0.884	0.089
i_female_germline2_nurse	t12435aep	PF03736	PREDICTED: uncharacterized protein LOC101236068 [Hydra vulgaris]	0	0	1.17497607	0.862	0.008
i_female_germline2_nurse	t17956aep|FUCTA_DROME	PF00852;PF17039	PREDICTED: glycoprotein 3-alpha-L-fucosyltransferase A-like [Hydra vulgaris]	0	0	1.158151951	0.939	0.189
i_female_germline2_nurse	t2753aep|ADHX_SPAAU	PF08240;PF00107	PREDICTED: alcohol dehydrogenase class-3-like [Hydra vulgaris] >gi|828227127|ref|XP_012563842.1| PREDICTED: alcohol dehydrogenase class-3-like [Hydra vulgaris]	8.42E-282	2.81E-277	1.132257824	0.972	0.396
i_female_germline2_nurse	t4945aep|MYPH_ECHGR	PF00307;PF00402	PREDICTED: myophilin-like [Hydra vulgaris]	3.64E-258	1.22E-253	1.121161226	1	0.271
i_female_germline2_nurse	t32907aep|KALRN_MOUSE	PF00621;PF00069;PF00435;PF07714;PF07679	PREDICTED: triple functional domain protein-like [Hydra vulgaris]	0	0	1.113786378	0.941	0.264
i_female_germline2_nurse	t14169aep	NA	PREDICTED: uncharacterized protein LOC101240570 [Hydra vulgaris]	0	0	1.099283985	0.893	0.123
i_female_germline2_nurse	t12633aep|HMCN1_HUMAN	PF00090	PREDICTED: coadhesin-like [Hydra vulgaris]	0	0	1.092076408	0.943	0.206
i_female_germline2_nurse	t71aep|F16P1_BOVIN	PF00316	"PREDICTED: fructose-1,6-bisphosphatase 1-like [Hydra vulgaris]"	8.12E-227	2.71E-222	1.090547462	0.993	0.619
i_female_germline2_nurse	t24497aep|BRA_PATPE	PF00907	PREDICTED: T-box protein 2-like [Hydra vulgaris]	0	0	1.075186794	0.873	0.006
i_female_germline2_nurse	t34367aep|PIWL1_HUMAN	PF02171;PF02170	PIWI [Hydra vulgaris]	7.96E-252	2.66E-247	1.074901845	0.974	0.431
i_female_germline2_nurse	t5497aep|DDX6_CHICK	PF00270;PF00271	PREDICTED: probable ATP-dependent RNA helicase DDX6 [Hydra vulgaris]	1.23E-232	4.11E-228	1.073740399	0.974	0.523
i_female_germline2_nurse	t36826aep|LYAG_RAT	PF01055;PF16863;PF13802	PREDICTED: lysosomal alpha-glucosidase-like [Hydra vulgaris]	0	0	1.047864277	0.882	0.015
i_female_germline2_nurse	t20689aep|ETV6_MOUSE	PF02198	PREDICTED: transforming protein p68/c-ets-1-like isoform X1 [Hydra vulgaris]	0	0	1.045948179	0.88	0.066
i_female_germline2_nurse	t19398aep|PRDX1_CHICK	PF00578;PF08534;PF10417	PREDICTED: peroxiredoxin-2-like [Hydra vulgaris]	3.49E-238	1.16E-233	1.043383486	0.998	0.626
i_female_germline2_nurse	t14099aep|BARD1_MOUSE	PF13637;PF12796;PF13857;PF13606;PF00023	Protein phosphatase 1 regulatory subunit 27 [Exaiptasia pallida]	0	0	1.018596266	0.9	0.048
i_female_germline2_nurse	t2830aep|B4GN4_MOUSE	PF05679;PF07691;PF02709	PREDICTED: N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1-like [Hydra vulgaris]	0	0	1.017567205	0.924	0.181
i_female_germline2_nurse	t29433aep|TSEAR_HUMAN	PF03736	PREDICTED: uncharacterized protein LOC100213957 [Hydra vulgaris]	0	0	1.013925857	0.828	0.008
i_female_germline2_nurse	t5084aep|WDR43_HUMAN	PF04003;PF12894;PF00400	PREDICTED: WD repeat-containing protein 43-like [Hydra vulgaris]	2.82E-233	9.40E-229	0.999155405	0.987	0.45
i_female_germline2_nurse	t27856aep|ADRB2_BOVIN	PF00001;PF10328	PREDICTED: probable G-protein coupled receptor No18 [Hydra vulgaris]	0	0	0.998805496	0.86	0.026
i_female_germline2_nurse	t26315aep	NA	PREDICTED: uncharacterized protein LOC101234820 [Hydra vulgaris]	0	0	0.992288461	0.867	0.089
i_female_germline2_nurse	t30411aep|HIBN_XENLA	PF07719;PF13181;PF13424;PF00515;PF10516	PREDICTED: protein HGV2-like isoform X1 [Hydra vulgaris]	0	0	0.974064408	0.941	0.24
i_female_germline2_nurse	t12216aep|HOW_DROME	PF16544	PREDICTED: protein quaking-B-like isoform X1 [Hydra vulgaris]	0	0	0.966978544	0.924	0.247
i_female_germline2_nurse	t24639aep|SBP1_XENTR	PF05694	PREDICTED: selenium-binding protein 1-like [Hydra vulgaris]	0	0	0.955614101	0.845	0.12
i_female_germline2_nurse	t14262aep|H2AO_CHITH	PF16211;PF00125	PREDICTED: histone H2A [Hydra vulgaris]	4.22E-253	1.41E-248	0.948608791	0.969	0.339
i_female_germline2_nurse	t12648aep|DUT_HUMAN	PF00692	PREDICTED: deoxyuridine 5'-triphosphate nucleotidohydrolase-like [Hydra vulgaris]	0	0	0.944813133	0.939	0.172
i_female_germline2_nurse	t28478aep|ACBP_CHAVI	PF00887	PREDICTED: acyl-CoA-binding protein [Nothobranchius furzeri]	3.22E-225	1.08E-220	0.943010346	0.987	0.488
i_female_germline2_nurse	t32504aep|RPN2_PONAB	PF05817	PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like isoform X1 [Hydra vulgaris]	2.69E-209	8.99E-205	0.930954544	0.985	0.576
i_female_germline2_nurse	t16051aep	NA	PREDICTED: uncharacterized protein LOC100211098 [Hydra vulgaris]	0	0	0.908311994	0.819	0.005
i_female_germline2_nurse	t10347aep	NA	NA	0	0	0.906225856	0.884	0.12
i_female_germline2_nurse	t13140aep	PF07084	NA	5.07E-209	1.69E-204	0.901094468	0.965	0.442
i_female_germline2_nurse	t17318aep|MACF1_RAT	PF02187	PREDICTED: uncharacterized protein LOC100201523 [Hydra vulgaris]	1.42E-251	4.75E-247	0.893188274	0.91	0.272
i_female_germline2_nurse	t5048aep|PDIA1_RABIT	PF00085;PF13848;PF04756;PF13899;PF13098;PF13905;PF00578;PF01216	Protein disulfide-isomerase [Exaiptasia pallida]	9.31E-184	3.11E-179	0.879434543	0.998	0.849
i_female_germline2_nurse	t14214aep|B3GN4_HUMAN	PF01762	"PREDICTED: N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4-like, partial [Hydra vulgaris]"	0	0	0.874723737	0.902	0.176
i_female_germline2_nurse	t19924aep	NA	PREDICTED: uncharacterized protein LOC105845947 [Hydra vulgaris]	0	0	0.874551332	0.858	0.124
i_female_germline2_nurse	t3469aep|CCNE_HEMPU	PF00134;PF02984	PREDICTED: G1/S-specific cyclin-E1-like [Hydra vulgaris]	1.03E-227	3.44E-223	0.874361179	0.967	0.365
i_female_germline2_nurse	t26373aep|UGPA_HUMAN	PF01704	PREDICTED: UTP--glucose-1-phosphate uridylyltransferase-like [Hydra vulgaris]	0	0	0.874174083	0.897	0.228
i_female_germline2_nurse	t16938aep|RPR1A_PONAB	PF04818;PF16566	PREDICTED: regulation of nuclear pre-mRNA domain-containing protein 2-like [Hydra vulgaris]	2.21E-218	7.38E-214	0.864603854	0.965	0.423
i_female_germline2_nurse	t11087aep	PF00538	NA	0	0	0.858883906	0.52	0.004
i_female_germline2_nurse	t10522aep|OSBL1_HUMAN	PF01237;PF12796;PF13857;PF13637;PF00023;PF13606	PREDICTED: oxysterol-binding protein-related protein 1-like [Hydra vulgaris]	0	0	0.835050729	0.841	0.161
i_female_germline2_nurse	t13597aep|HSP74_RAT	PF00012;PF06723	PREDICTED: 97 kDa heat shock protein [Hydra vulgaris]	9.62E-184	3.21E-179	0.828536176	0.996	0.674
i_female_germline2_nurse	t5635aep|GMDS_CRIGR	PF16363;PF01370;PF04321	"PREDICTED: GDP-mannose 4,6 dehydratase-like [Hydra vulgaris]"	7.95E-210	2.65E-205	0.827105855	0.943	0.386
i_female_germline2_nurse	t17925aep|TTC19_RAT	PF13424;PF13374;PF07719;PF00515;PF13181;PF13428;PF13176	"PREDICTED: tetratricopeptide repeat protein 19, mitochondrial-like [Hydra vulgaris]"	1.97E-194	6.59E-190	0.827019245	0.934	0.402
i_female_germline2_nurse	t5248aep|NMRL1_CHICK	PF05368;PF13460	PREDICTED: nmrA-like family domain-containing protein 1 [Hydra vulgaris] >gi|828193994|ref|XP_012564830.1| PREDICTED: nmrA-like family domain-containing protein 1 [Hydra vulgaris]	0	0	0.82338714	0.934	0.199
i_female_germline2_nurse	t4554aep	NA	PREDICTED: protein PLASTID MOVEMENT IMPAIRED 2-like [Hydra vulgaris]	0	0	0.821731264	0.95	0.214
i_female_germline2_nurse	t781aep|1433Z_BOMMO	PF00244	PREDICTED: 14-3-3-like protein 1 [Hydra vulgaris]	2.22E-177	7.41E-173	0.821609633	0.996	0.68
i_female_germline2_nurse	t14554aep|BCL2_CRIGR	PF00452	uncharacterized protein LOC100215682 [Hydra vulgaris] >gi|118505072|gb|ABL01494.1| bcl-2 [Hydra vulgaris]	2.04E-113	6.83E-109	0.816822194	0.948	0.563
i_female_germline2_nurse	t31427aep	NA	hypothetical protein DAPPUDRAFT_317650 [Daphnia pulex]	0	0	0.816521968	0.655	0.019
i_female_germline2_nurse	t6753aep|DAP1_RAT	PF15228	PREDICTED: death-associated protein 1-like [Hydra vulgaris]	2.12E-173	7.07E-169	0.812463909	0.987	0.582
i_female_germline2_nurse	t29313aep	NA	PREDICTED: uncharacterized protein LOC105844042 [Hydra vulgaris]	0	0	0.808643336	0.819	0.049
i_female_germline2_nurse	t20176aep|SH3L3_MOUSE	PF04908	PREDICTED: SH3 domain-binding glutamic acid-rich-like protein 3 [Hydra vulgaris]	4.10E-178	1.37E-173	0.808218058	0.989	0.598
i_female_germline2_nurse	t13372aep|GLGB_MOUSE	PF02806;PF02922;PF00128	"PREDICTED: 1,4-alpha-glucan-branching enzyme-like [Hydra vulgaris]"	0	0	0.80754116	0.86	0.158
i_female_germline2_nurse	t25090aep|ACRC_HUMAN	PF10263	PREDICTED: acidic repeat-containing protein-like [Hydra vulgaris]	0	0	0.806860751	0.858	0.142
i_female_germline2_nurse	t18733aep|E2F7_BOVIN	PF02319	PREDICTED: uncharacterized protein LOC100203927 [Hydra vulgaris]	1.04E-235	3.46E-231	0.804955581	0.91	0.277
i_female_germline2_nurse	t7546aep	NA	NA	0	0	0.804159849	0.762	0.095
i_female_germline2_nurse	t33186aep	NA	PREDICTED: uncharacterized protein LOC107327045 [Acropora digitifera]	0	0	0.804042142	0.801	0.02
i_female_germline2_nurse	t34360aep|PH4H_RAT	PF00351	PREDICTED: phenylalanine-4-hydroxylase-like [Hydra vulgaris]	0	0	0.803230755	0.828	0.141
i_female_germline2_nurse	t33063aep|GRP78_CHICK	PF00012;PF06723	PREDICTED: 78 kDa glucose-regulated protein-like [Hydra vulgaris]	1.89E-165	6.30E-161	0.801375973	1	0.826
i_female_germline2_nurse	t19180aep|RIR1_HUMAN	PF02867;PF00317;PF03477	PREDICTED: ribonucleoside-diphosphate reductase large subunit [Hydra vulgaris]	1.13E-176	3.79E-172	0.801165251	0.983	0.435
i_female_germline2_nurse	t18223aep|SKP1_RAT	PF01466;PF03931	PREDICTED: S-phase kinase-associated protein 1 [Hydra vulgaris] >gi|449692659|ref|XP_004213122.1| PREDICTED: S-phase kinase-associated protein 1 [Hydra vulgaris]	5.62E-199	1.88E-194	0.79513164	0.959	0.422
i_female_germline2_nurse	t32773aep|TRI50_MOUSE	PF13445;PF00097;PF13923	PREDICTED: E3 ubiquitin-protein ligase RNF168-like [Hydra vulgaris]	0	0	0.794945624	0.856	0.121
i_female_germline2_nurse	t16501aep	PF00096;PF13894;PF13909	PREDICTED: GATA zinc finger domain-containing protein 14-like [Hydra vulgaris]	0	0	0.794775712	0.897	0.225
i_female_germline2_nurse	t32743aep	NA	PREDICTED: uncharacterized protein LOC105843499 [Hydra vulgaris]	0	0	0.793251691	0.803	0.036
i_female_germline2_nurse	t27164aep|KAL1L_XENTR	PF15275	PREDICTED: uncharacterized protein LOC105846098 [Hydra vulgaris]	5.73E-199	1.91E-194	0.791301775	0.952	0.432
i_female_germline2_nurse	t13960aep|PIWL2_MOUSE	PF02171;PF02170	piwi-like protein 2 [Hydra vulgaris] >gi|556527598|gb|AGZ62175.1| Hyli [Hydra vulgaris]	2.87E-259	9.58E-255	0.789869734	0.88	0.253
i_female_germline2_nurse	t25019aep|GA2L1_MOUSE	PF02187;PF00307	PREDICTED: uncharacterized protein LOC101236105 [Hydra vulgaris]	0	0	0.784664517	0.889	0.133
i_female_germline2_nurse	t12531aep|GA2L3_MOUSE	PF02187;PF00307	PREDICTED: GAS2-like protein 3 [Hydra vulgaris]	1.67E-237	5.59E-233	0.779282545	0.915	0.291
i_female_germline2_nurse	t4562aep	NA	PREDICTED: ankyrin repeat domain-containing protein 12-like [Hydra vulgaris]	0	0	0.774269791	0.873	0.19
i_female_germline2_nurse	t22831aep|KAT7_RAT	PF01853;PF00628	PREDICTED: histone acetyltransferase KAT7-like [Hydra vulgaris]	7.52E-220	2.51E-215	0.772232156	0.93	0.342
i_female_germline2_nurse	t7598aep|RBM26_MOUSE	PF01480	PREDICTED: RNA-binding protein 26-like [Hydra vulgaris]	7.21E-207	2.41E-202	0.765978828	0.943	0.368
i_female_germline2_nurse	t37740aep|SAL_SILAS	PF02140	PREDICTED: rhamnose-binding lectin-like [Hydra vulgaris]	3.33E-298	1.11E-293	0.763304578	0.646	0.108
i_female_germline2_nurse	t17225aep|LOX5_MESAU	PF00305	PREDICTED: arachidonate 5-lipoxygenase-like [Hydra vulgaris]	4.76E-272	1.59E-267	0.763072761	0.832	0.179
i_female_germline2_nurse	t20741aep|PPCE_HUMAN	PF02897;PF00326	PREDICTED: prolyl endopeptidase [Hydra vulgaris]	0	0	0.756039102	0.795	0.071
i_female_germline2_nurse	t27661aep	PF00582	PREDICTED: universal stress protein A-like protein [Hydra vulgaris]	2.65E-137	8.85E-133	0.754772284	0.915	0.397
i_female_germline2_nurse	t12569aep	PF00836	PREDICTED: synaptonemal complex protein 1-like [Hydra vulgaris]	6.17E-229	2.06E-224	0.748055588	0.985	0.263
i_female_germline2_nurse	t35152aep|ACTP1_ANTAS	PF06369	"PREDICTED: cytolysin RTX-S-2-like, partial [Hydra vulgaris]"	0	0	0.745519295	0.81	0.019
i_female_germline2_nurse	t6162aep|EPC1_HUMAN	PF10513	PREDICTED: enhancer of polycomb homolog 1-like [Hydra vulgaris]	1.22E-260	4.09E-256	0.745501384	0.882	0.248
i_female_germline2_nurse	t17981aep|MIA40_XENTR	PF06747	PREDICTED: mitochondrial intermembrane space import and assembly protein 40-like [Hydra vulgaris]	6.59E-238	2.20E-233	0.743315067	0.924	0.302
i_female_germline2_nurse	t7300aep|KANL2_PONAB	PF13891	PREDICTED: KAT8 regulatory NSL complex subunit 2-like [Hydra vulgaris] >gi|828207089|ref|XP_012557160.1| PREDICTED: KAT8 regulatory NSL complex subunit 2-like [Hydra vulgaris]	0	0	0.742832859	0.867	0.196
i_female_germline2_nurse	t32508aep|CLK2_MOUSE	PF00069;PF07714	PREDICTED: dual specificity protein kinase CLK2-like [Hydra vulgaris]	8.29E-180	2.77E-175	0.737911443	0.961	0.485
i_female_germline2_nurse	t15216aep|UBIQ_WHEAT	NA	hypothetical protein AURANDRAFT_52735 [Aureococcus anophagefferens] >gi|323455122|gb|EGB10991.1| hypothetical protein AURANDRAFT_52735 [Aureococcus anophagefferens]	1.15E-145	3.84E-141	0.737597664	0.983	0.675
